policy_id,claim_probability,predicted_severity,pure_premium,technical_premium
AC-104868,0.08753735631331167,10589.758045475297,926.99942329853,1297.7991926179423
AC-102531,0.05664424919691651,6139.542937920673,347.7698001307475,486.87772018304656
AC-102897,0.13657811668661932,5033.315252212789,687.4407178372591,962.4170049721628
AC-107828,0.1020589241452832,9459.341827012147,965.4102499873374,1351.5743499822725
AC-106248,0.02907697883640313,3898.5255333677424,113.35734442691107,158.7002821976755
AC-103180,0.08682284068752232,6374.2303619635295,553.4287872223272,774.8003021112581
AC-100338,0.3946190030755547,10675.501644823924,4212.755816411861,5897.858142976605
AC-100506,0.13811791108421562,10146.200264022882,1401.3719859089574,1961.9207802725405
AC-105706,0.1195642900899546,5717.136806980715,683.565403673799,956.9915651433187
AC-108896,0.11161889408826886,5290.226592022729,590.4892416779285,826.6849383491
AC-102412,0.327332106881814,17072.80478207634,5588.477159698958,7823.868023578541
AC-104203,0.27024306971941225,5760.761499940288,1556.805871665269,2179.528220331377
AC-108044,0.07512350081384918,6605.057878458892,496.1950709079275,694.6730992710986
AC-101960,0.061083386260028315,6110.5499909069285,373.2530853557804,522.5543194980926
AC-106562,0.3771734097525026,7322.297995189379,2761.776102069492,3866.4865428972894
AC-106045,0.058686428427536595,5071.058454912849,297.60230906609723,416.6432326925362
AC-106252,0.15239770143034784,4363.894841820223,665.0475431771533,931.0665604480148
AC-106241,0.5412706998018717,11997.544275561466,6493.919185937095,9091.486860311934
AC-104690,0.29267930876302395,8815.921485960635,2580.2378066200495,3612.3329292680696
AC-107109,0.052393172617179025,6004.5451682403855,314.5971714872668,440.4360400821736
AC-104902,0.10234084608115367,8846.588132637402,905.367314425605,1267.5142401958472
AC-103701,0.2594573949986548,7000.337958131319,1816.289450726954,2542.805231017736
AC-105659,0.04763728396971193,4940.56259100196,235.3549831176961,329.4969763647746
AC-106560,0.10373881353890885,4115.93613301956,426.98233104137364,597.7752634579232
AC-102426,0.1412309112092553,8859.860764048826,1251.2862088937445,1751.8006924512424
AC-103283,0.4509526767657588,9220.636634680612,4158.07077189364,5821.299080651097
AC-103963,0.04877700736620721,5832.492974560085,284.49155278346905,398.2881738968567
AC-102937,0.10168215623986479,6653.384102064505,676.5304417899555,947.1426185059378
AC-109122,0.11783771289815599,6259.728060652066,737.632038031649,1032.6848532443087
AC-108967,0.0397325611778611,5335.311380926895,211.98558584561647,296.7798201838631
AC-103217,0.12328519717721298,6416.306967152973,791.0356695949797,1107.4499374329716
AC-106362,0.10896198059822215,8772.29345470857,955.8464692138664,1338.185056899413
AC-105349,0.6010166776213154,8114.300848475624,4876.83013717064,6827.562192038897
AC-101452,0.49404041732799625,8866.40331674427,4380.361594802669,6132.506232723737
AC-106898,0.0721448451944069,6122.267776440678,441.6900609700185,618.366085358026
AC-108743,0.08692609930756784,7323.290244239299,636.5850550288881,891.2190770404434
AC-104756,0.054641464349650545,4501.771949157925,245.98341147016959,344.37677605823745
AC-109155,0.11212152068562797,8969.729187609684,1005.6996766530602,1407.9795473142844
AC-104178,0.044352733139040514,4352.587120271179,193.04913500981243,270.26878901373743
AC-105676,0.040942192728215365,4036.1852362978184,165.25027383128275,231.35038336379588
AC-105639,0.03184888297663238,4274.051126983712,136.12375417944799,190.5732558512272
AC-107647,0.10145728442864409,6925.90982889274,702.6840034371124,983.7576048119575
AC-108018,0.11134445042728179,8609.302919726517,958.5981021589415,1342.0373430225181
AC-102661,0.060674871952419655,5761.881234705439,349.60140612080215,489.44196856912305
AC-102289,0.08704183159183582,6208.442550030677,540.3942108873579,756.551895242301
AC-101487,0.049188811014504424,4910.482501998712,241.54079578084549,338.15711409318374
AC-101556,0.10378239543764466,7131.940187471558,740.1698367738028,1036.237771483324
AC-104037,0.0811575185513172,7003.27787185245,568.3686538048944,795.7161153268522
AC-100615,0.20920412496503293,6921.508641240968,1448.008158728731,2027.2114222202235
AC-100930,0.17225076293474498,9291.891799380752,1600.5354515504348,2240.749632170609
AC-106785,0.05152655757199132,5542.563032936646,285.5891932130009,399.8248704982013
AC-103746,0.15252989430743968,10015.615947005308,1527.6808418206272,2138.753178548878
AC-107366,0.04312510685842263,5147.919895618652,222.00459559715424,310.80643383601597
AC-109049,0.27626620139107666,5913.921658923987,1633.8166720353443,2287.343340849482
AC-103108,0.04452000305094543,5840.293897222291,260.0099021227544,364.0138629718562
AC-106686,0.09590205106696141,4924.20559527673,472.241416462446,661.1379830474244
AC-100224,0.15513868710798656,3415.637614081999,529.8975350853369,741.8565491194718
AC-104149,0.1628527499123741,5393.491115907329,878.3448598534678,1229.682803794855
AC-109316,0.10951883703020547,5200.738862463141,569.578871914757,797.4104206806599
AC-102114,0.36611217470471374,7060.356856791769,2584.8826030313717,3618.835644243921
AC-102586,0.07481873437690852,4325.9537870795975,323.6623873222899,453.12734225120585
AC-108196,0.029815341227408587,5105.466482156597,152.22122529059627,213.1097154068348
AC-101299,0.3314894908361952,5965.042233198811,1977.3488126994748,2768.288337779265
AC-105238,0.11059198835210327,9513.258154008561,1052.090134958666,1472.9261889421327
AC-102062,0.09450367817544414,3950.5175376874936,373.33843800806693,522.6738132112938
AC-106196,0.11764983285254296,10069.46438761553,1184.670802117601,1658.5391229646414
AC-106808,0.05083685256035102,5690.210330007913,289.2723835839986,404.98133701759804
AC-104960,0.11431772306284844,6201.715445366794,708.9659887980309,992.5523843172434
AC-109455,0.5967508181187156,10339.901379702778,6170.344607604468,8638.482450646257
AC-100781,0.06493121154059081,5484.61744318135,356.1228554224225,498.57199759139155
AC-103023,0.1503231303579879,6500.298952860055,977.1452868566741,1368.003401599344
AC-101270,0.05877069612815435,6252.347077972667,367.4547902072854,514.4367062901996
AC-109835,0.07903443218634693,3528.759683453355,278.89351790380925,390.45092506533297
AC-102102,0.0339084668778808,4332.477442255763,146.90766784989526,205.67073498985337
AC-109225,0.32654524837169674,8384.872380491843,2738.040234052689,3833.2563276737646
AC-103446,0.4219944496036054,8396.554439860918,3543.299369415817,4960.619117182145
AC-103182,0.0503713417177437,5630.990351322994,283.6405391958082,397.0967548741315
AC-102335,0.14802896760865103,4023.1206949788084,595.5384030427116,833.7537642597963
AC-101401,0.30654739067008435,7457.135075787254,2285.9652993569443,3200.3514190997225
AC-105369,0.14612655116645212,6377.502694281384,931.9224737700949,1304.6914632781331
AC-105655,0.062482119255794784,6151.321562250565,384.34760743328167,538.0866504065943
AC-108721,0.04829964897162582,3737.5202109460492,180.52091421305107,252.72927989827153
AC-103688,0.07210639487291523,5389.020350580276,388.58282937711743,544.0159611279645
AC-103303,0.14878911303822392,5643.734551577094,839.7262581523343,1175.616761413268
AC-106137,0.09201398934745508,5652.259806015162,520.0869735797277,728.1217630116188
AC-105372,0.09737953969443733,7462.677550246145,726.7121047309809,1017.3969466233733
AC-103232,0.07733197439331482,4374.373265847151,338.2789213812928,473.5904899338099
AC-103352,0.07892338709425982,5161.055251652081,407.32796144099973,570.2591460173996
AC-109174,0.06071044610809654,6141.852337080137,372.8745953141904,522.0244334398666
AC-105603,0.1308993654989549,6570.520777069305,860.0770007160721,1204.107801002501
AC-100985,0.1959991630595569,5892.766715925812,1154.9773444266727,1616.968282197342
AC-104223,0.06822453636281565,5071.417546050065,345.995110781514,484.3931550941196
AC-100247,0.041705521469213226,6116.867974415875,255.1071686313441,357.1500360838818
AC-109346,0.04557674308345971,4281.069183715482,195.11719030871708,273.1640664322039
AC-105242,0.09021097143465263,6678.101871249932,602.4380571450279,843.4132800030391
AC-102993,0.06807239377407366,4610.40962696881,313.8416195868009,439.3782674215213
AC-102742,0.6362529938169055,12853.47240548621,8178.060298933583,11449.284418507017
AC-109396,0.08674013991685836,6080.258986196958,527.4025151934595,738.3635212708434
AC-104413,0.046081386402926826,5197.891660811626,239.5260541024116,335.33647574337624
AC-108902,0.043635315242822076,5877.8307068315535,256.48099583653453,359.0733941711484
AC-109954,0.045393357955294554,4323.633194041572,196.2642292445226,274.7699209423317
AC-105798,0.06503852001083739,6729.596393115086,437.68298967847466,612.7561855498645
AC-102317,0.08785136755621067,6864.435165567781,603.050016796073,844.2700235145023
AC-102565,0.06824804313668217,5684.8082164498655,387.97703638003566,543.16785093205
AC-101024,0.2256626021755808,10635.124113160544,2399.949781836074,3359.929694570504
AC-108422,0.11159227155214291,10053.938757316513,1121.9418639750786,1570.7186095651102
AC-103988,0.08457153834857983,5519.326034426207,466.777893378791,653.4890507303074
AC-100160,0.05082488857085262,3902.102063371738,198.32390256296267,277.65346358814776
AC-107477,0.09807920131967102,8779.388257245442,861.0753883459314,1205.505543684304
AC-108286,0.1630588542282882,5462.933834021866,890.779731700555,1247.0916243807771
AC-104417,0.1319351589838595,9054.895768617755,1194.65911281486,1672.5227579408042
AC-107098,0.040765646890171155,5098.829156319821,207.85706893984312,290.9998965157804
AC-101410,0.0757254211238724,3724.619152068607,282.0483538164358,394.86769534301015
AC-108567,0.1986944556818471,9966.769315029263,1980.3418039562755,2772.478525538786
AC-100729,0.09415356741290544,4928.642126156954,464.04923867920434,649.6689341508861
AC-109804,0.15652067873529346,8532.769357712667,1335.5548513609006,1869.776791905261
AC-108201,0.12609094002289672,8090.840304484536,1020.1816595675951,1428.2543233946333
AC-105007,0.17365241668165793,8180.462800100975,1420.5571348119367,1988.7799887367116
AC-106581,0.18453658189982863,7012.047006842322,1293.9791867636063,1811.570861469049
AC-106576,0.04728872114204762,5312.489707064578,251.22084432737512,351.7091820583252
AC-109951,0.18876570672841822,5025.405301328716,948.6241833020546,1328.0738566228765
AC-106638,0.19937134247758143,10031.670406470852,2000.0275962307187,2800.0386347230065
AC-102983,0.4930694721414326,11054.365664720652,5450.5702431621885,7630.798340427064
AC-109781,0.6455482822114387,10476.10515044572,6762.8316841366395,9467.964357791296
AC-105328,0.05404982949193151,4320.6454439155505,233.53014953872622,326.94220935421674
AC-108905,0.19456906930118703,9018.10425672335,1754.6441520917354,2456.50181292843
AC-104979,0.026007493848349602,4025.7094850838726,104.69861466856146,146.57806053598605
AC-102325,0.03352855483205246,5676.81085406429,190.33526399168508,266.46936958835914
AC-105032,0.09530484205730363,5779.003043324878,550.7669722927545,771.0737612098565
AC-103216,0.11025796499664152,6684.518500611052,737.0214068597761,1031.8299696036865
AC-102745,0.04640739632357383,5884.550748000087,273.0866787486229,382.32135024807206
AC-101378,0.12922641464783446,4953.100419238424,640.0714085688674,896.0999719964144
AC-108581,0.06081538341327599,4539.05687223735,276.04448401977976,386.4622776276917
AC-104406,0.1347417447025,7020.9459126953,946.0145017384509,1324.4203024338315
AC-109793,0.05942477148167158,5700.496191364721,338.7506835039877,474.2509569055828
AC-109193,0.04282305788826788,5046.700382151244,216.11514260960638,302.56119965344897
AC-104514,0.08729656321065776,6024.436138666997,525.9125701877144,736.2775982628003
AC-109526,0.03910669435877421,5961.889671245198,233.14979717411882,326.40971604376637
AC-103506,0.3717274763182973,23258.216405763887,8645.718088179428,12104.005323451202
AC-108323,0.07252336275985771,6905.66169332043,500.8218080815308,701.1505313141431
AC-102515,0.1441283599818707,7115.498916933474,1025.545189350399,1435.7632650905587
AC-104105,0.4785742753682383,6998.938375174371,3349.5118612460296,4689.316605744442
AC-108260,0.17577767563086744,5364.18171685083,942.9033938496348,1320.0647513894887
AC-103886,0.04732847320096881,5444.483689224281,257.6791003785632,360.7507405299885
AC-109493,0.2607827333794803,7241.1377998285925,1888.3637082167766,2643.7091915034875
AC-101720,0.10813254533711371,7352.631651708242,795.0587754254387,1113.0822855956144
AC-109457,0.053025309563741664,5561.57215136036,294.9040849869678,412.865718981755
AC-107434,0.17757607271309667,6582.712880785744,1168.9323011678473,1636.5052216349864
AC-108155,0.04763685400477728,6012.5619979241565,286.419538089785,400.9873533256991
AC-104659,0.17982671361387104,10460.82624405832,1881.1360051547417,2633.5904072166386
AC-108666,0.37099379643878483,8388.535640772496,3112.094683932243,4356.932557505141
AC-104718,0.049884595595730954,5848.802852615555,291.76516502188457,408.4712310306384
AC-106678,0.04575950615612093,5589.9380809785835,255.79280602887428,358.109928440424
AC-105658,0.07473436778989279,3985.4361266978567,297.8490492957634,416.98866901406876
AC-103860,0.2010640246169411,7528.597279159631,1513.7300686679878,2119.222096135183
AC-104513,0.18543627226260093,7719.67557239897,1431.5078612223251,2004.1110057112553
AC-104832,0.14128886813239494,9622.474177210628,1359.5484851312879,1903.367879183803
AC-105209,0.30615287693825993,9704.615843568916,2971.0960600892417,4159.534484124939
AC-105953,0.21394405063488026,6607.835315456472,1413.7070533169694,1979.1898746437573
AC-108587,0.11660241458834479,8576.122041648758,999.9965378605705,1399.9951530047988
AC-108943,0.22475389425107448,9594.570239564291,2156.417025007539,3018.9838350105547
AC-109126,0.062039563493584055,8098.604650792361,502.4338974422678,703.407456419175
AC-107083,0.45251654518638385,7272.120118538595,3290.754672221481,4607.056541110074
AC-102580,0.11065315160068223,6554.259218232057,725.2494389052008,1015.3492144672812
AC-103480,0.624809742205299,9298.630049321087,5809.874643978755,8133.824501570257
AC-108492,0.0894670575217186,5512.76343532237,493.21072337161354,690.4950127202591
AC-107926,0.061468731535188975,6462.663944716399,397.2517550199177,556.1524570278848
AC-109656,0.05913073870129206,6623.147733198145,391.6316179917943,548.2842651885121
AC-102305,0.06363363609795358,5444.819686734917,346.4736745646633,485.0631443905287
AC-104421,0.05585650594805917,6040.2492741075575,337.38721950694884,472.3421073097284
AC-103368,0.11128612155550577,5463.429095124159,608.0038343898741,851.2053681458239
AC-105635,0.15416320123545324,4934.60151117032,760.7339657833217,1065.0275520966504
AC-104343,0.12870207408361473,9654.777365202759,1242.5898717171322,1739.6258204039852
AC-108877,0.5689073479049708,12425.279583779497,7068.832854985772,9896.365996980083
AC-103137,0.08672371094847722,5672.377709804674,491.9296448956858,688.7015028539602
AC-103804,0.11174962386670137,9409.932790354203,1051.556449933022,1472.1790299062309
AC-105761,0.07590492409146637,6415.288345208016,486.9519748678834,681.7327648150368
AC-104382,0.07065791391499285,7542.967523569258,532.9703499439435,746.1584899215209
AC-101175,0.09825228822092484,11801.703973501402,1159.5444203024938,1623.3621884234915
AC-100677,0.08289928670378086,5720.316845552472,474.2101862159217,663.8942607022905
AC-109858,0.33992608218661,7359.99580889134,2501.854540226303,3502.5963563168248
AC-106028,0.047465127937641675,7172.2452402269255,340.4315379275126,476.60415309851766
AC-102977,0.17805857512213927,6477.97359733217,1153.458748419805,1614.8422477877273
AC-102485,0.33877608500181444,9420.419222811726,3191.412743379992,4467.977840731989
AC-106084,0.10827950131252324,6149.9910351517365,665.9179623627186,932.2851473078061
AC-107243,0.07485859580872942,3513.767483956269,263.0356998473385,368.2499797862739
AC-109420,0.04651550086518142,5754.0479948161865,267.6524244811677,374.71339427363483
AC-108147,0.08288814814999707,9516.547835615565,788.8090268750369,1104.3326376250518
AC-100221,0.4567573910559477,8456.258086573875,3862.4583817192433,5407.441734406942
AC-109982,0.5907787795131848,10561.376774462728,6239.437280795986,8735.212193114381
AC-103423,0.18476996130330078,7153.304661809181,1321.7158255532036,1850.4021557744852
AC-105703,0.08037109622615293,4991.9823927227,401.21109724477725,561.6955361426882
AC-101026,0.04480528894366846,3552.0277786117736,159.14963095663734,222.80948333929229
AC-105591,0.04319585475157421,4579.289909533184,197.80634179754483,276.9288785165628
AC-109197,0.08380665562867488,5674.229362762255,475.5381861631316,665.7534606283843
AC-108263,0.11139226694926264,5644.93971034312,628.8026311270341,880.3236835778479
AC-109273,0.06814261716791885,5071.870572459407,345.6105347443348,483.8547486420688
AC-107223,0.04036386131474485,5874.013161125812,237.09785259666828,331.9369936353356
AC-107831,0.0558025081029899,4609.514571537009,257.222474229044,360.1114639206616
AC-108315,0.38230371405867897,9012.686508550507,3445.5835258654065,4823.81693621157
AC-102416,0.15548653509726668,4450.055890000297,691.9237713253294,968.6932798554612
AC-109008,0.09044742680797102,4769.828365871665,431.4187020087614,603.986182812266
AC-106035,0.11203484356221949,5682.059175844839,636.5886108770503,891.2240552278705
AC-106949,0.04329113195562155,5267.6277327635535,228.04156727215857,319.258194181022
AC-105210,0.03308276008076059,3956.51288423717,130.89236650565638,183.24931310791897
AC-101798,0.2808067250454681,11504.290906884798,3230.4822535326784,4522.67515494575
AC-104596,0.10737830585682978,9050.084058338703,971.7826940463126,1360.4957716648378
AC-107323,0.09827502520242383,4931.936119369787,484.6861464278102,678.5606049989343
AC-100405,0.37933800139749324,9395.198622737056,3563.955868281556,4989.538215594179
AC-109208,0.0921455183765496,7253.147943551798,668.3450771203852,935.6831079685394
AC-102135,0.12845363812387414,7754.712666190438,996.1210545774497,1394.5694764084299
AC-103473,0.057157281822460285,5577.803590226524,318.8120917569082,446.3369284596715
AC-106499,0.10233301443295703,5708.069200201643,584.1239278485523,817.7734989879733
AC-100120,0.13228098513776507,4681.111997289322,619.2221065416426,866.9109491582997
AC-104022,0.22054752959071572,6718.043826822003,1481.647969687751,2074.3071575628514
AC-105803,0.06620887498626661,5692.333435164585,376.8829927889576,527.6361899045407
AC-102814,0.46278782785922046,8514.3174786857,3940.3224916647496,5516.45148833065
AC-105453,0.04773931110438011,6165.886143883079,294.3551568570209,412.0972195998293
AC-106519,0.058974343815077955,4750.775820246575,280.1738866115805,392.2434412562127
AC-107681,0.35328305449433045,18588.843836736643,6567.12353016043,9193.972942224604
AC-106933,0.06193413788111922,4160.221102881187,257.6597074017853,360.7235903624994
AC-103639,0.1740713313176611,6310.037285322982,1098.3965909202516,1537.7552272883524
AC-105347,0.14481461748270102,4283.411126819704,620.3005438515407,868.4207613921571
AC-100716,0.20672164837688878,6441.502910003874,1331.5980995805267,1864.2373394127376
AC-106275,0.07719922556285182,7775.029698061982,600.2262714185587,840.3167799859822
AC-103721,0.37092191569372696,7991.981146350685,2964.4009569925443,4150.161339789563
AC-102261,0.21351359735969117,5722.131133365021,1221.7528028486524,1710.4539239881135
AC-108987,0.037178622757754534,4735.87899585001,176.07345861308087,246.50284205831323
AC-104183,0.04740932357687932,4640.907665929842,220.0222932244876,308.0312105142827
AC-109651,0.05784120140595347,6501.465974421782,376.05260286048383,526.4736440046775
AC-103604,0.3687936462015465,11281.7524135937,4160.638608152318,5824.8940514132455
AC-104396,0.04967179963774806,4757.870383586919,236.33198439590495,330.86477815426696
AC-102333,0.07418188343343839,4423.518815593958,328.1449571440124,459.40294000161737
AC-100152,0.5572448850576528,17210.10347348958,9590.242131915013,13426.338984681019
AC-105448,0.11963404305225928,9798.571224076,1172.242691671737,1641.139768340432
AC-104036,0.14754138040121023,4841.609789705664,714.3377917371869,1000.0729084320617
AC-109874,0.06511160366290673,4288.217200795933,279.21269879868413,390.8977783181578
AC-102770,0.04373695300043536,4729.098786594277,206.8363713636898,289.57091990916575
AC-103627,0.07003807286975813,4577.441483887993,320.595180205601,448.8332522878415
AC-100687,0.08664909686577461,5387.124592390006,466.7894806339982,653.5052728875976
AC-106244,0.4960015187715423,10829.387441687571,5371.392618442503,7519.949665819505
AC-109910,0.20080410409576363,6599.529425646828,1325.2125937706408,1855.2976312788971
AC-100387,0.10757558985029882,5373.938808564848,578.1046371507756,809.346492011086
AC-105120,0.12337430875462248,7941.267475037872,979.7483853683636,1371.6477395157092
AC-107116,0.0373090957225451,5364.632885612746,200.14960184563927,280.209442583895
AC-101445,0.08688143722883515,6950.658861878659,603.8832316073575,845.4365242503006
AC-102236,0.30214609910711543,8575.12936943852,2590.9418883147073,3627.3186436405904
AC-104851,0.03640243723554507,5675.078338167015,206.5866830119262,289.2213562166967
AC-108606,0.09419691883325358,3819.508315083623,359.78591473886917,503.70028063441686
AC-109299,0.048639639308203114,5096.826508486611,247.90780298927697,347.0709241849878
AC-102707,0.06526818736504297,6921.054525636419,451.7246835429164,632.414556960083
AC-109780,0.6832333619470979,17478.729111603065,11942.050853483175,16718.871194876447
AC-103468,0.03165540853244124,4816.037232601142,152.45362610543688,213.43507654761166
AC-109523,0.05439225227102701,5885.0172586206645,320.099343350243,448.1390806903402
AC-103728,0.1648912972158706,10100.458567488715,1665.477715668368,2331.6688019357157
AC-104958,0.36225905687783677,19305.473995672248,6993.582802251832,9791.015923152565
AC-109412,0.07476643650723037,7720.417985679141,577.2281411355589,808.1193975897825
AC-101801,0.23249085838247793,6968.053927455904,1620.0088388496197,2268.012374389468
AC-107826,0.048330422831158,5059.548965523976,244.53014083872182,342.3421971742106
AC-103550,0.108994579813156,4068.4673307470057,443.44088719832223,620.8172420776511
AC-108300,0.3439368555810091,6906.216225901433,2375.302292699083,3325.4232097787162
AC-104921,0.2596577963618911,7270.538505207656,1887.852006626498,2642.9928092770974
AC-108544,0.6340926297903957,10307.605145202378,6535.97645336239,9150.367034707348
AC-100633,0.0566567262993593,7471.705906539558,423.322396536118,592.6513551505652
AC-103256,0.05038736905883026,6529.545420925054,329.00661491054586,460.60926087476423
AC-103875,0.10776655289250327,5680.029491626727,612.1171986403701,856.9640780965183
AC-104744,0.07868297733839896,4765.705217097195,374.97987559834826,524.9718258376876
AC-102239,0.5891920779871022,10439.837466795814,6151.069530909031,8611.497343272644
AC-101708,0.0891001393523279,4718.958218564419,420.4598348719028,588.6437688206639
AC-109419,0.04008930586195554,5180.585558285395,207.6860789901329,290.76051058618606
AC-105179,0.07996131821793756,6541.79972548061,523.0909295671715,732.3273013940402
AC-107051,0.09804457154921911,5241.378700593633,513.8887290269055,719.4442206376677
AC-102891,0.23794980425241669,6262.128537088051,1490.0722596035744,2086.101163445004
AC-100155,0.049685573446712455,4692.527128615394,233.15090129951085,326.4112618193152
AC-102886,0.05178892928441401,5332.1934767100765,276.14859089615186,386.60802725461264
AC-106624,0.13223870402244933,9233.486943342541,1221.0243469958248,1709.434085794155
AC-108508,0.18988428418719114,6715.060489484998,1275.084454319548,1785.1182360473674
AC-103305,0.17803545276980207,6410.020642541456,1141.2109273586457,1597.695298302104
AC-109187,0.0664139732553057,5652.571341519187,375.4097218993627,525.5736106591078
AC-105722,0.1683413066369231,5441.5947236149805,916.0451659619322,1282.4632323467051
AC-100989,0.4835039122181131,9670.693148901622,4675.817971354838,6546.145159896773
AC-103916,0.035306864200748356,6228.013213070917,219.8916167543613,307.8482634561059
AC-101917,0.10441432413289267,5672.594646763702,592.300136121697,829.220190570376
AC-109069,0.11095782946939942,5371.194583681815,595.9760926631286,834.3665297283801
AC-103156,0.07502565978096458,5762.96247247892,432.3700617906699,605.3180865069379
AC-109129,0.057632711967975245,4125.052488856843,237.73796194306587,332.83314672029223
AC-100741,0.21854690986625724,17417.996431481497,3806.649296161777,5329.3090146264885
AC-104296,0.17917543778699915,6464.129760390903,1158.21327973001,1621.4985916220141
AC-102936,0.20147854218140698,7393.181201180182,1489.5673704967664,2085.3943186954734
AC-107467,0.1293603264223652,5589.807629346698,723.0993395705162,1012.3390753987228
AC-109144,0.024757562485083488,3829.5368631535453,94.8099981784545,132.73399744983632
AC-109219,0.0842923844247463,6885.912927293945,580.4300195827914,812.602027415908
AC-103957,0.13646408601623905,6789.363784251465,926.5043234496302,1297.1060528294825
AC-103736,0.04161174672869541,4623.663570615502,192.39871745914775,269.3582044428069
AC-109766,0.4379294027888101,12517.727619278006,5481.880980583411,7674.633372816776
AC-102278,0.045887765934553786,4650.633880342142,213.40719894844585,298.77007852782424
AC-108208,0.11994439722934665,4863.105169059893,583.3022181658089,816.6231054321325
AC-104414,0.32492330763215244,10661.115056096509,3464.044767073818,4849.662673903345
AC-109520,0.11703304859085258,9345.925781635544,1093.7821861286545,1531.2950605801166
AC-102060,0.1140984994033865,7189.993707931135,820.3674927947333,1148.5144899126267
AC-109107,0.06322705258587598,6962.441775770429,440.2146722827366,616.3005411958313
AC-103379,0.08439284764574316,4362.539023643894,368.1670911709883,515.4339276393837
AC-109713,0.049110919318467866,5522.498896942165,271.21499776405443,379.70099686967626
AC-109109,0.15878606014448954,6847.51296125115,1087.2896049053968,1522.2054468675556
AC-105927,0.4501003170609903,12148.176036017854,5467.89788552436,7655.057039734105
AC-104479,0.06491321393383909,5448.882174281094,353.7044542793909,495.1862359911473
AC-107340,0.47291761468500076,15552.012179362671,7354.820503416275,10296.748704782785
AC-106131,0.09886109187772192,6240.957906756154,616.9879130248153,863.7830782347414
AC-105155,0.6177061101125659,8825.372094525801,5451.486266805521,7632.08077352773
AC-104822,0.0755567578337987,7023.749616467951,530.6917488567054,742.9684483993876
AC-103148,0.16384412050665165,5358.647152623153,877.9828298270136,1229.175961757819
AC-109158,0.06260712998402812,6424.509198388697,402.22008246710544,563.1081154539477
AC-108389,0.058284023568026505,7072.844496770381,412.23383534275143,577.1273694798521
